Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-12-14,23.04,23.492,23.04,23.492,1774
2018-12-17,23.492,24.305,23.492,24.305,872
2018-12-18,24.215,24.215,23.944,24.215,2607
2018-12-19,24.396,24.396,24.215,24.305,463
2018-12-20,24.396,24.396,24.305,24.305,526
2018-12-21,24.396,24.396,24.396,24.396,4455
2018-12-27,24.487,24.487,24.487,24.487,113
2018-12-28,24.487,25.209,24.487,25.209,2470
2019-01-02,25.752,25.752,25.3,25.752,254
2019-01-03,25.752,25.752,24.938,25.48,140
2019-01-04,25.752,25.752,25.661,25.661,13
2019-01-07,25.39,25.661,24.938,25.3,327
2019-01-08,24.757,25.39,24.757,25.39,174
2019-01-09,25.39,25.39,24.757,25.3,81
2019-01-10,25.209,25.209,25.209,25.209,5
2019-01-11,25.209,25.209,24.577,24.757,57
2019-01-14,25.3,25.3,25.3,25.3,3
2019-01-15,25.209,25.209,24.577,25.209,148
2019-01-16,25.209,25.209,24.848,25.209,164
2019-01-17,25.119,25.119,23.764,24.848,94554
2019-01-18,25.209,25.209,25.209,25.209,226
2019-01-21,25.209,25.209,25.209,25.209,1
2019-01-22,25.209,25.3,24.938,25.3,3318
2019-01-23,25.39,26.203,25.3,26.203,8030
2019-01-24,26.203,26.203,24.757,24.757,427
2019-01-25,26.203,26.203,26.203,26.203,1
2019-01-28,26.203,26.203,25.3,26.113,550
2019-01-29,26.113,26.113,25.752,25.752,13
2019-01-30,25.752,26.113,25.48,26.113,147
2019-01-31,26.113,26.655,26.113,26.203,4860
2019-02-01,26.655,26.655,26.655,26.655,254
2019-02-04,26.655,26.655,26.293,26.655,3366
2019-02-05,26.565,26.835,26.022,26.835,1649
2019-02-06,26.926,28.462,26.835,28.462,37683
2019-02-07,28.281,28.643,28.281,28.643,1865
2019-02-08,28.643,28.643,27.739,27.83,96
2019-02-11,27.197,28.281,27.197,28.281,913
2019-02-12,28.552,28.552,26.745,28.281,510
2019-02-13,27.558,28.281,27.197,28.281,881
2019-02-14,28.281,28.281,27.468,27.649,193
2019-02-15,28.281,28.281,26.565,27.287,486
2019-02-18,27.287,27.287,27.107,27.107,75
2019-02-19,27.649,27.649,27.197,27.197,146
2019-02-20,26.203,27.107,26.203,27.107,127
2019-02-21,25.932,26.655,24.125,26.655,272
2019-02-22,26.655,26.655,26.655,26.655,166
2019-02-25,26.655,26.655,26.565,26.655,151
2019-02-26,26.655,26.655,26.655,26.655,2
2019-02-27,26.565,26.565,24.035,24.035,73
2019-02-28,25.661,26.745,25.661,26.655,627
2019-03-01,26.926,26.926,26.655,26.835,103
2019-03-04,26.835,26.835,25.842,26.835,45
2019-03-05,26.926,26.926,26.745,26.835,167
2019-03-06,26.745,26.745,26.655,26.655,94
2019-03-07,26.745,26.745,26.745,26.745,12
2019-03-08,26.745,26.745,26.474,26.474,46
2019-03-11,26.745,26.745,26.565,26.565,655
2019-03-12,26.565,26.565,26.565,26.565,19
2019-03-13,26.655,26.655,26.655,26.655,64
2019-03-14,26.565,28.01,26.474,28.01,24427
2019-03-15,28.01,28.191,27.107,28.191,1743
2019-03-18,28.191,28.462,26.655,26.655,9204
2019-03-19,28.281,28.281,27.558,28.281,127
2019-03-20,28.281,28.281,27.558,28.191,415
2019-03-21,28.191,28.281,27.558,28.281,559
2019-03-22,28.191,28.191,27.107,28.191,335
2019-03-25,27.107,28.1,26.926,27.107,1043
2019-03-26,27.197,27.739,26.203,26.926,918
2019-03-27,28.01,28.01,27.107,27.197,44
2019-03-28,27.468,27.468,26.203,26.655,354
2019-03-29,26.745,27.107,26.745,27.107,166
2019-04-01,27.107,27.107,27.107,27.107,78
2019-04-02,27.107,27.107,26.926,26.926,115
2019-04-03,26.926,26.926,26.022,26.745,272
2019-04-04,26.926,26.926,26.384,26.384,391
2019-04-05,26.745,26.745,26.745,26.745,2
2019-04-08,26.926,26.926,26.565,26.565,213
2019-04-09,26.926,26.926,26.565,26.565,82
2019-04-10,26.926,26.926,25.842,26.745,1302
2019-04-11,26.745,26.745,26.022,26.384,281
2019-04-12,26.384,26.384,25.3,26.203,1039
2019-04-15,25.3,26.745,25.3,26.745,1045
2019-04-16,26.745,26.745,24.396,26.565,4821
2019-04-17,26.745,26.745,25.842,26.565,8160
2019-04-18,26.745,26.745,25.842,26.384,9662
2019-04-23,26.203,26.203,25.842,25.842,427
2019-04-24,27.107,27.107,25.842,25.842,373
2019-04-25,26.745,26.926,26.022,26.565,445
2019-04-26,27.107,27.107,26.384,26.565,135
2019-04-29,26.565,26.745,26.565,26.565,337
2019-04-30,26.565,26.565,25.3,25.3,4044
2019-05-02,26.203,26.203,25.3,26.203,496
2019-05-06,26.203,26.203,25.48,25.842,5797
2019-05-07,26.565,26.565,26.565,26.565,2
2019-05-08,26.565,26.565,26.565,26.565,2
2019-05-09,26.565,26.565,25.119,25.842,448
2019-05-10,25.842,25.842,25.3,25.3,267
2019-05-13,25.842,25.842,25.119,25.119,44
2019-05-14,25.661,25.661,25.119,25.3,110
2019-05-15,25.3,25.3,24.396,24.757,1057
2019-05-16,25.48,25.48,24.757,25.48,66670
2019-05-17,25.48,25.48,25.3,25.3,114
2019-05-20,25.3,25.3,25.3,25.3,63
2019-05-21,26.565,26.565,25.3,25.3,505
2019-05-22,26.565,26.745,25.48,26.745,1177
2019-05-23,26.745,26.745,25.3,26.022,469
2019-05-24,26.022,26.022,25.842,25.842,125
2019-05-27,26.022,26.022,25.3,25.842,281
2019-05-28,26.022,26.022,24.396,24.938,1053
2019-05-29,26.022,26.022,25.842,26.022,274
2019-05-30,26.592,26.592,25.642,26.592,255
2019-05-31,26.592,26.592,26.592,26.592,371
2019-06-03,26.212,26.212,26.212,26.212,97
2019-06-04,26.212,26.212,26.212,26.212,2
2019-06-05,26.212,26.212,25.642,25.642,536
2019-06-06,26.212,26.212,25.642,25.642,283
2019-06-07,26.022,26.022,24.693,24.693,1099
2019-06-10,25.453,25.453,24.503,24.693,539
2019-06-11,25.453,25.453,23.933,24.693,967
2019-06-12,24.693,24.693,24.313,24.693,182
2019-06-13,24.693,24.693,24.123,24.693,1100
2019-06-14,24.693,24.693,24.693,24.693,1165
2019-06-17,24.693,25.263,24.693,24.693,283
2019-06-18,25.263,26.212,25.263,26.212,770
2019-06-19,24.883,26.022,24.883,26.022,705
2019-06-21,25.453,25.642,24.883,25.642,61
2019-06-24,25.453,25.642,25.453,25.453,317
2019-06-25,26.212,26.212,25.642,25.642,75
2019-06-26,25.263,26.212,25.073,26.212,114
2019-06-27,26.022,26.022,26.022,26.022,59
2019-06-28,26.022,26.022,26.022,26.022,19
2019-07-01,26.022,26.022,24.693,25.832,838
2019-07-02,25.453,25.642,25.453,25.642,107
2019-07-03,26.022,26.022,25.642,25.642,13
2019-07-04,26.022,26.022,25.642,25.642,59
2019-07-05,25.642,25.832,25.642,25.832,102
2019-07-08,25.832,25.832,25.263,25.263,1941
2019-07-09,25.642,25.642,25.642,25.642,62
2019-07-10,25.642,25.642,25.642,25.642,58
2019-07-11,25.642,25.642,25.073,25.642,264
2019-07-12,25.642,25.642,25.642,25.642,2
2019-07-15,25.642,26.212,25.073,26.212,4393
2019-07-16,25.642,26.212,25.642,25.832,18
2019-07-17,25.642,26.212,25.642,26.212,41
2019-07-18,25.832,26.212,25.453,25.453,202
2019-07-19,26.022,26.022,25.263,26.022,53
2019-07-22,26.022,26.212,25.263,26.212,924
2019-07-23,26.212,26.212,26.022,26.212,186
2019-07-24,26.212,26.212,25.642,25.642,98
2019-07-25,26.022,26.022,26.022,26.022,14
2019-07-26,26.022,26.212,25.453,26.212,1399
2019-07-29,25.642,26.592,25.642,26.212,516
2019-07-30,26.212,26.212,25.642,26.022,46
2019-07-31,26.022,27.542,26.022,26.592,886
2019-08-01,27.352,27.352,26.592,26.592,33
2019-08-02,26.782,26.782,26.212,26.212,342
2019-08-05,26.592,26.592,26.022,26.022,257
2019-08-06,26.212,26.212,25.642,26.022,645
2019-08-07,26.022,26.022,25.453,26.022,116
2019-08-08,26.022,26.212,25.453,26.212,79
2019-08-09,26.022,26.022,26.022,26.022,14
2019-08-12,26.022,26.022,25.832,25.832,13
2019-08-13,26.022,26.022,25.453,25.642,117
2019-08-14,25.642,26.022,25.642,26.022,518
2019-08-16,25.832,26.022,25.832,25.832,46
2019-08-19,26.022,26.022,26.022,26.022,2
2019-08-20,26.022,26.212,25.642,25.642,167
2019-08-21,26.212,26.212,26.212,26.212,2
2019-08-22,25.642,25.832,25.263,25.263,491
2019-08-23,25.642,26.212,25.642,26.212,117
2019-08-26,26.212,26.212,25.832,25.832,99
2019-08-27,25.453,25.642,25.453,25.642,163870
2019-08-28,26.212,26.212,25.832,25.832,55
2019-08-29,26.212,26.212,25.642,25.832,141
2019-08-30,26.212,26.212,26.212,26.212,2
2019-09-02,26.212,26.212,26.212,26.212,2
2019-09-03,26.212,26.212,26.022,26.022,36
2019-09-04,26.022,26.022,26.022,26.022,2
2019-09-05,26.022,26.022,26.022,26.022,72
2019-09-06,26.022,26.022,25.832,25.832,173
2019-09-09,25.642,25.642,25.263,25.642,498
2019-09-10,25.263,26.212,25.263,26.212,1876
2019-09-11,26.212,26.212,26.022,26.212,529
2019-09-12,26.592,26.592,26.212,26.212,3
2019-09-13,27.162,27.162,27.162,27.162,2
2019-09-16,27.162,27.162,26.782,26.782,105
2019-09-17,27.162,27.162,26.782,26.972,307
2019-09-18,27.162,27.162,27.162,27.162,76
2019-09-19,27.162,27.162,27.162,27.162,52
2019-09-20,27.162,27.732,26.402,27.732,413
2019-09-23,27.732,27.732,26.402,27.732,858
2019-09-24,28.112,28.112,28.112,28.112,2
2019-09-25,28.112,28.112,28.112,28.112,55
2019-09-26,28.112,28.112,27.162,27.352,404
2019-09-27,27.732,27.732,27.732,27.732,2
2019-09-30,27.542,27.732,26.022,26.022,660
2019-10-01,27.732,27.732,26.592,27.542,337
2019-10-02,27.732,27.732,26.972,27.162,8
2019-10-03,27.732,27.732,26.212,27.732,691
2019-10-04,27.542,27.542,25.832,25.832,1841
2019-10-07,25.832,26.212,25.832,26.022,255
2019-10-08,27.732,27.732,27.732,27.732,2
2019-10-09,27.352,27.352,25.832,26.782,282
2019-10-10,27.352,27.352,27.352,27.352,2
2019-10-11,27.162,27.162,26.592,26.592,322
2019-10-14,26.592,26.592,26.402,26.592,84
2019-10-15,26.592,26.592,26.402,26.592,8
2019-10-16,26.592,26.592,26.592,26.592,395
2019-10-17,26.592,26.592,26.212,26.212,457
2019-10-18,26.212,26.212,26.022,26.212,382
2019-10-21,26.022,26.212,26.022,26.212,23
2019-10-22,26.212,26.212,26.212,26.212,107
2019-10-23,26.212,26.212,25.642,25.642,20877
2019-10-24,26.212,26.212,25.642,25.642,64
2019-10-25,26.212,26.212,26.212,26.212,23
2019-10-28,26.212,26.212,25.832,26.212,354
2019-10-29,26.212,26.212,26.212,26.212,128
2019-10-30,26.212,26.212,26.212,26.212,37
2019-10-31,26.212,26.212,25.642,26.212,998
2019-11-04,26.212,26.212,25.832,26.212,14
2019-11-05,26.212,26.402,26.212,26.402,694
2019-11-06,26.402,26.402,26.402,26.402,107
2019-11-07,26.402,26.592,26.022,26.592,2697
2019-11-08,26.592,26.592,26.022,26.402,1772
2019-11-12,26.782,27.162,25.642,26.782,4696
2019-11-13,27.162,27.162,26.592,26.592,79
2019-11-14,27.162,27.162,25.832,26.402,667
2019-11-15,26.972,28.112,25.832,26.592,16872
2019-11-18,26.592,26.592,25.832,25.832,1669
2019-11-19,26.592,26.592,25.832,25.832,1137
2019-11-20,25.832,25.832,25.832,25.832,1397
2019-11-21,25.642,25.832,25.642,25.642,54701
2019-11-22,25.642,25.642,25.453,25.642,516
2019-11-25,25.642,25.642,25.453,25.642,1301
2019-11-26,25.832,25.832,25.832,25.832,227
2019-11-27,25.832,26.212,25.642,25.832,476
2019-11-28,26.212,26.592,25.642,26.592,35
2019-11-29,26.592,26.592,26.402,26.592,352
2019-12-02,26.592,26.592,26.592,26.592,341
2019-12-03,26.782,26.782,26.402,26.592,781
2019-12-04,26.782,26.782,25.832,26.212,237
2019-12-05,26.782,26.782,25.832,25.832,223
2019-12-06,26.592,26.592,25.453,25.642,931
2019-12-09,26.592,26.592,25.642,25.642,678
2019-12-10,26.402,26.402,25.453,26.022,2319
2019-12-11,26.022,26.782,26.022,26.402,33589
2019-12-12,26.592,26.782,26.402,26.592,1020
2019-12-13,26.592,27.542,26.592,27.162,1152
2019-12-16,27.352,27.352,26.592,26.972,519
2019-12-17,27.162,27.162,26.972,27.162,1322
2019-12-18,27.352,27.542,27.162,27.542,446
2019-12-19,27.542,27.542,27.542,27.542,1550
2019-12-20,27.732,27.732,27.542,27.542,134
2019-12-23,27.542,27.542,26.972,27.162,298
2019-12-27,27.542,27.732,25.832,25.832,71
2019-12-30,26.592,27.162,26.592,26.972,320
2020-01-02,26.592,27.162,25.832,26.022,600
2020-01-03,26.022,26.972,26.022,26.972,55
2020-01-07,26.972,26.972,26.592,26.782,515
2020-01-08,26.972,26.972,26.592,26.782,477
2020-01-09,26.972,27.162,26.402,26.972,140209
2020-01-10,27.352,27.352,27.352,27.352,108
2020-01-13,27.352,27.542,26.212,27.542,596
2020-01-14,27.542,27.542,26.972,27.352,311
2020-01-15,27.542,28.302,27.542,28.112,3364
2020-01-16,28.112,28.302,28.112,28.302,478
2020-01-17,28.302,28.302,28.302,28.302,598
2020-01-20,28.302,28.682,27.922,28.682,44063
2020-01-21,28.682,29.251,28.682,29.251,577
2020-01-22,29.251,29.251,28.872,29.251,1756
2020-01-23,29.251,29.441,29.251,29.441,1404
2020-01-24,29.441,29.441,28.872,29.441,757
2020-01-27,29.441,29.631,28.872,29.631,258
2020-01-28,29.061,31.341,29.061,30.961,1088
2020-01-29,30.961,30.961,30.961,30.961,116
2020-01-30,30.961,31.531,30.961,31.341,2080
2020-01-31,31.531,31.531,31.341,31.341,195
2020-02-03,31.341,31.721,31.341,31.721,117
2020-02-04,31.721,31.911,31.721,31.911,240
2020-02-05,31.911,33.24,31.911,33.05,2184
2020-02-06,33.05,33.05,30.581,31.911,1013
2020-02-07,32.67,32.86,31.531,31.911,1831
2020-02-10,30.581,31.151,30.391,31.151,1107
2020-02-11,31.151,31.151,29.441,29.441,2196
2020-02-12,29.441,29.441,28.492,29.441,1673
2020-02-13,29.631,30.961,29.631,30.391,3915
2020-02-14,30.961,31.341,30.391,31.341,33201
2020-02-17,32.101,32.291,31.531,31.911,31875
2020-02-18,31.911,33.05,31.911,33.05,1870
2020-02-19,33.24,34.76,33.24,34.19,8794
2020-02-20,34.19,34.95,33.24,34.95,1757
2020-02-21,34.76,34.76,34.57,34.76,230
2020-02-24,36.089,36.089,33.24,34,1233
2020-02-25,33.24,34.76,33.24,34.76,8199
2020-02-26,34.76,35.14,33.24,34,1229
2020-02-27,34.76,34.76,33.24,34,151
2020-02-28,33.62,34,33.24,33.43,10377
2020-03-02,32.67,34,32.48,33.62,5859
2020-03-03,33.62,33.81,33.24,33.81,1968
2020-03-04,34,34,33.05,33.62,2533
2020-03-05,34,34,33.81,33.81,1008
2020-03-06,34,34,33.81,33.81,41
2020-03-09,28.492,32.48,26.022,30.391,5659
2020-03-10,30.581,32.86,29.441,30.961,3715
2020-03-11,30.961,32.101,28.492,30.011,2160
2020-03-12,30.011,31.531,23.743,23.743,7889
2020-03-13,23.933,28.492,23.933,26.592,7699
2020-03-16,24.693,26.592,24.693,26.212,1992
2020-03-17,25.832,27.922,24.693,27.922,6535
2020-03-18,27.542,29.061,27.352,27.352,1966
2020-03-19,27.162,29.061,27.162,27.352,1715
2020-03-20,28.112,30.011,26.972,27.542,3438
2020-03-23,26.212,27.542,26.212,26.592,1195
2020-03-24,28.872,28.872,27.542,27.542,3976
2020-03-25,28.492,28.872,28.112,28.872,5495
2020-03-26,28.872,29.441,28.872,28.872,10992
2020-03-27,29.441,29.631,28.682,29.631,4486
2020-03-30,29.441,29.441,28.872,29.441,9102
2020-03-31,29.441,29.441,28.492,29.441,1739
2020-04-01,29.441,29.441,27.542,29.061,740
2020-04-02,29.061,29.061,28.112,29.061,489
2020-04-03,29.061,29.061,28.492,28.872,1309
2020-04-06,29.821,29.821,29.061,29.821,851
2020-04-07,30.201,30.391,29.441,29.821,1548
2020-04-08,29.821,29.821,29.251,29.821,1629
2020-04-09,30.201,30.391,30.201,30.391,5339
2020-04-14,31.151,31.151,30.391,31.151,2269
2020-04-15,31.151,31.341,30.581,30.581,9987
2020-04-16,31.151,31.151,30.391,30.961,6798
2020-04-17,30.961,32.291,30.961,32.291,8134
2020-04-20,32.67,33.81,32.67,33.24,1579
2020-04-21,33.24,35.899,31.531,34,4252
2020-04-22,36.089,36.089,33.05,34,10117
2020-04-23,34.19,34.57,33.81,33.81,5940
2020-04-24,33.62,34,32.101,33.62,4218
2020-04-27,33.62,33.62,33.05,33.24,2754
2020-04-28,33.62,34,33.24,33.43,3906
2020-04-29,34.38,34.95,34,34,3642
2020-04-30,35.33,35.33,34,34.19,3069
2020-05-04,34.38,34.38,32.291,34,3467
2020-05-05,34.38,34.38,33.81,34,2831
2020-05-06,34.19,34.19,33.24,34,2710
2020-05-07,34.38,34.38,33.24,34,1920
2020-05-08,34.19,34.19,33.62,34,4887
2020-05-11,34.19,34.38,33.24,34.19,6928
2020-05-12,34.19,34.19,34,34.19,4836
2020-05-13,34.38,34.38,33.43,33.43,2164
2020-05-14,34.19,34.19,33.24,34,2748
2020-05-15,34.19,34.19,33.24,34,2534
2020-05-18,34,35,33.6,35,4806
2020-05-19,35.4,35.4,34.4,34.6,1066
2020-05-20,34.6,35,34.2,35,1684
2020-05-21,35,35,34.4,34.8,345
2020-05-22,35,35,34,34.2,5579
2020-05-25,34,34.8,34,34.4,10724
2020-05-26,34.8,34.8,34,34.6,1246
2020-05-27,34,34.8,34,34.6,1286
2020-05-28,34.4,34.4,33.8,34.2,430
2020-05-29,34,34.4,33.6,34.2,727
2020-06-01,34.4,34.4,33.6,34.4,338
2020-06-02,34.4,34.4,33.8,34.2,456
2020-06-03,34.2,34.2,33.8,34,1243
2020-06-04,34,34,33.6,34,1160
2020-06-05,34.2,34.2,33.6,34,2018
2020-06-08,34,34,33.2,34,3017
2020-06-09,34,34,33.6,33.8,385
2020-06-10,33.4,33.8,30.6,32,6567
2020-06-12,31.8,33.4,31.8,32,1935
2020-06-15,32,32,31.4,31.8,736
2020-06-16,31.8,32.8,31.2,32.8,2378
2020-06-17,33,34.6,33,33.8,1712
2020-06-18,33.8,33.8,33,33.8,89
2020-06-19,33.8,34,33.2,34,301
2020-06-22,34.4,34.4,33.4,34,1414
2020-06-23,34,34,33.6,34,909
2020-06-24,33.8,33.8,32.6,33,1943
2020-06-25,33,33.8,32.8,33.8,86
2020-06-26,33.2,33.2,32.4,32.8,413
2020-06-29,33,33,33,33,77
2020-06-30,33,33,32.2,32.2,184
2020-07-01,33.2,33.2,31.6,31.8,61394
2020-07-02,32.8,32.8,31.2,31.6,25498
2020-07-03,31.4,31.4,30.8,31.2,2664
2020-07-06,31.4,31.4,30.8,31.2,3724
2020-07-07,31.4,31.4,30.8,31.4,2632
2020-07-08,31.4,32.2,31.4,32.2,11675
2020-07-09,32.6,32.6,31,32,1340
2020-07-10,32.4,32.4,31.2,32,1111
2020-07-13,32,32.8,31.6,32.6,1655
2020-07-14,32.8,32.8,32,32.8,1825
2020-07-15,33,33,32.6,32.8,584
2020-07-16,32.8,33,32.2,33,7606
2020-07-17,33,33,32.6,32.6,423
2020-07-20,32.6,33,32.6,32.8,1828
2020-07-21,33,33.2,33,33.2,1005
2020-07-22,33.2,33.4,32.6,33.2,544
2020-07-23,33.6,33.6,32.6,32.6,1010
2020-07-24,33.4,33.4,32.6,32.6,170
2020-07-27,33.4,33.4,32,33,1063
2020-07-28,33,33.4,32,32.4,453
2020-07-29,32.4,33.4,30.8,31.8,3236
2020-07-30,31,31.8,30,30.2,2102
2020-07-31,30.8,32.8,30.8,32.8,58941
2020-08-03,33,33,32,32.8,506
2020-08-04,32.8,32.8,32,32.6,614
2020-08-05,32.4,32.8,32.4,32.8,806
2020-08-06,32.4,33,32,33,1683
2020-08-07,32.8,33.2,31.8,33,702
2020-08-10,33,33.6,32.4,33.6,126176
2020-08-11,33.6,33.8,33,33.4,622
2020-08-12,33.8,33.8,33,33.6,1018
2020-08-13,33.6,33.6,33.2,33.4,687
2020-08-14,33.4,33.4,33,33,354
2020-08-17,32,33.4,31.8,32.8,705
2020-08-18,32.8,34.8,32.4,34.8,4445
2020-08-19,34.8,35,34.4,34.8,2865
2020-08-20,34.8,34.8,34.6,34.6,270
2020-08-21,34.8,35.2,34.6,35,734
2020-08-24,35.2,35.6,35,35,1849
2020-08-25,35.2,35.2,35,35.2,839
2020-08-26,35.4,35.4,34.8,35.4,263
2020-08-27,35.6,35.6,35,35.4,6044
2020-08-28,35.4,35.6,35.4,35.4,319
2020-08-31,35.6,36.2,35.6,36.2,2760
2020-09-01,36,36.8,35.8,36,3090
2020-09-02,36.2,36.4,35.6,36.4,338
2020-09-03,36.4,36.4,36,36.4,93
2020-09-04,36.4,36.4,35.4,36,343
2020-09-07,36.2,36.2,35.4,36.2,50
2020-09-08,35.4,36.2,32,34.6,1829
2020-09-09,36.4,36.4,34.2,35,596
2020-09-10,35,35,34.6,35,761
2020-09-11,35,35,34.6,35,2292
2020-09-14,33.2,34.8,33.2,34.2,1427
2020-09-15,35,35,34,35,404
2020-09-16,35,35,34.4,34.4,148
2020-09-17,35,35,34,35,391
2020-09-18,35,35.4,35,35.4,117
2020-09-21,35.4,35.4,34,34.2,1028
2020-09-22,35.2,35.2,34.2,34.2,440
2020-09-23,34.2,34.6,34,34,172
2020-09-24,34,34,33.8,34,860
2020-09-25,34,34.6,33.4,34.4,549
2020-09-28,34.6,35,34.6,35,416
2020-09-29,34.8,35.2,34.8,35,308
2020-09-30,35.4,35.4,33.6,34.6,864
2020-10-01,35,35,34,34,3650
2020-10-02,35,35,33.2,33.8,1595
2020-10-05,33.2,34,33.2,34,1145
2020-10-06,34,35,33.4,34.8,2203
2020-10-07,34.6,34.6,34,34,342
2020-10-08,34.2,34.6,34.2,34.2,238
2020-10-09,34.8,34.8,33,33.8,1056
2020-10-12,34.6,34.6,33.2,34.2,471
2020-10-13,34.2,34.4,33.8,34.2,378456
2020-10-14,34.2,34.2,33.6,34,227
2020-10-15,34,36,33.8,36,6744
2020-10-16,35,35.8,34.4,34.6,902
2020-10-19,35.4,35.6,34.8,35.6,476
2020-10-20,35.6,35.6,34.4,35.4,573
2020-10-21,35.4,35.4,34.4,34.8,711
2020-10-22,34.8,34.8,33.4,34,1066
2020-10-23,34.8,34.8,33,33,2194
2020-10-26,32.6,34.2,32.4,34,524
2020-10-27,34.6,34.6,33.6,34,448
2020-10-28,33.6,33.8,32.4,33.8,1324
2020-10-29,32.6,33.6,32.6,32.8,1184
2020-10-30,32.8,33,31.4,32.6,2089
2020-11-02,35,35,32.6,32.8,3229
2020-11-03,32.8,33,32.6,32.8,1760
2020-11-04,32.8,32.8,32.8,32.8,520
2020-11-05,32.8,32.8,32.6,32.8,1242
2020-11-06,32.8,32.8,32.4,32.8,493
2020-11-09,33,33,32.4,33,1873
2020-11-10,33,33,33,33,1146
2020-11-12,33.4,33.4,33,33,758
2020-11-13,33.4,33.4,33,33,500
2020-11-16,33.4,33.4,32.8,33.2,2865
2020-11-17,33.4,33.4,33.4,33.4,1368
2020-11-18,33,33.4,32.8,33,2037
2020-11-19,33.6,34.2,33.4,34.2,727
2020-11-20,34.2,34.8,34.2,34.8,556
2020-11-23,34.8,34.8,34,34,514
2020-11-24,34.6,34.6,34,34.6,257
2020-11-25,34.6,34.6,34.4,34.4,631
2020-11-26,34.6,34.8,34.4,34.8,481
2020-11-27,34.8,34.8,34.4,34.6,355
2020-11-30,34.4,34.4,33.6,33.6,1360
2020-12-01,33.4,34.6,33.4,34.6,357
2020-12-02,34.6,35.4,34.6,34.6,1066
2020-12-03,35,35,34.6,34.6,183
2020-12-04,35.2,35.2,34,34.2,251
2020-12-07,35.2,35.2,34.2,34.6,210
2020-12-08,34.6,35.4,34.2,35.4,1807
2020-12-09,35.8,35.8,34.6,35.4,2901
2020-12-10,35.4,35.4,34.8,34.8,2456
2020-12-11,35.6,36,35,35,1227
2020-12-14,36,36,34.8,35.6,3235
2020-12-15,35.6,35.8,35,35.2,2458
2020-12-16,35.2,36,35,36,2627
2020-12-17,36,36.8,35.6,36,1834
2020-12-18,36,36.4,36,36.2,690
2020-12-21,36.2,36.2,35.2,36,903
2020-12-22,36.4,37,36,36,1925
2020-12-23,36,37,35.8,35.8,1342
2020-12-28,36,37,36,36.8,1359
2020-12-29,37.4,37.8,36.8,37.4,897
2020-12-30,37.6,37.8,36.8,36.8,3133
2021-01-04,36.8,38,36.6,38,2367
2021-01-05,38,38.6,38,38.2,2850
2021-01-07,38.6,39.2,38,39,1759
2021-01-08,39,39.4,38.2,39.4,2247
2021-01-11,39.4,39.4,38.6,38.6,902
2021-01-12,38.4,39,38,38,774
2021-01-13,39,39.2,38,39.2,282
2021-01-14,39.2,39.2,39,39.2,101
2021-01-15,39.2,39.2,38,38,399
2021-01-18,39.2,39.2,38.2,39.2,342
2021-01-19,39.2,39.2,38,38.8,823
2021-01-20,39.2,39.2,38.6,39.2,1077
2021-01-21,39.4,39.4,38.2,39,605
2021-01-22,39.4,39.4,39,39.2,589
